,,,FCRD_Up,FCRD_Down,FCRN_Up,FCRN_Down
period1,sc01,t0149, 0 , 0 ,,
period1,sc01,t0150, 0 , 0 ,,
period1,sc01,t0151, 0 , 0 ,,
period1,sc01,t0152, 0 , 0 ,,
period1,sc01,t0153, 0 , 0 ,,
period1,sc01,t0154, 0 , 0 ,,
period1,sc01,t0155, 0 , 0 ,,
period1,sc01,t0156, 9.63281249999953E-03 , 0 ,,
period1,sc01,t0157, 0 , 9.94784722221868E-05 ,,
period1,sc01,t0158, 0 , 0 ,,
period1,sc01,t0159, 0 , 0 ,,
period1,sc01,t0160, 0 , 0 ,,
period1,sc01,t0161, 0 , 0 ,,
period1,sc01,t0162, 0 , 0 ,,
period1,sc01,t0163, 0 , 0 ,,
period1,sc01,t0164, 0 , 3.40312499999844E-05 ,,
period1,sc01,t0165, 0 , 0 ,,
period1,sc01,t0166, 4.32152777777478E-06 , 0 ,,
period1,sc01,t0167, 0 , 0 ,,
period1,sc01,t0168, 6.87499999999878E-05 , 0 ,,
period1,sc01,t0169, 0 , 7.80099930555508E-03 ,,
period1,sc01,t0170, 0 , 4.18275507652931E-04 ,,
period1,sc01,t0171, 8.33924201979613E-05 , 0 ,,
period1,sc01,t0172, 1.28965277777674E-05 , 0 ,,
period1,sc01,t0173, 1.12397916666651E-04 , 0 ,,
period1,sc01,t0174, 0 , 0 ,,
period1,sc01,t0175, 0 , 0 ,,
period1,sc01,t0176, 0 , 5.03942361110997E-04 ,,
period1,sc01,t0177, 0 , 0 ,,
period1,sc01,t0178, 0 , 0 ,,
period1,sc01,t0179, 0 , 1.39343055555511E-04 ,,
period1,sc01,t0180, 0 , 0 ,,
period1,sc01,t0181, 7.41548611111072E-05 , 0 ,,
period1,sc01,t0182, 0 , 0 ,,
period1,sc01,t0183, 0 , 7.71926896429631E-08 ,,
period1,sc01,t0184, 0 , 1.4668076388887E-03 ,,
period1,sc01,t0185, 0 , 2.06138888888821E-05 ,,
period1,sc01,t0186, 0 , 0 ,,
period1,sc01,t0187, 0 , 0 ,,
period1,sc01,t0188, 5.17368055555492E-04 , 0 ,,
period1,sc01,t0189, 0 , 0 ,,
period1,sc01,t0190, 0 , 0 ,,
period1,sc01,t0191, 5.24071527777722E-04 , 0 ,,
period1,sc01,t0192, 0 , 5.6069444444404E-06 ,,
period1,sc01,t0193, 3.53472222220436E-07 , 0 ,,
period1,sc01,t0194, 6.93055555555432E-04 , 0 ,,
period1,sc01,t0195, 0 , 2.77723735408241E-06 ,,
period1,sc01,t0196, 0 , 1.3567361111101E-05 ,,
period1,sc01,t0197, 0 , 1.23819444444321E-06 ,,
period1,sc01,t0198, 0 , 0 ,,
period1,sc01,t0199, 1.55694444444372E-06 , 0 ,,
period1,sc01,t0200, 7.30902777777369E-06 , 0 ,,
period1,sc01,t0201, 0 , 5.3655138888877E-04 ,,
period1,sc01,t0202, 4.85139660922662E-04 , 0 ,,
period1,sc01,t0203, 0 , 0 ,,
period1,sc01,t0204, 0 , 0 ,,
period1,sc01,t0205, 0 , 1.88699999999996E-04 ,,
period1,sc01,t0206, 0 , 2.94898157668033E-04 ,,
period1,sc01,t0207, 0 , 1.34571555629641E-05 ,,
period1,sc01,t0208, 7.96284722222129E-05 , 0 ,,
period1,sc01,t0209, 0 , 0 ,,
period1,sc01,t0210, 0 , 0 ,,
period1,sc01,t0211, 0 , 0 ,,
period1,sc01,t0212, 0 , 6.27013888888367E-06 ,,
period1,sc01,t0213, 5.8590277777752E-05 , 0 ,,
period1,sc01,t0214, 0 , 0 ,,
period1,sc01,t0215, 1.66972222222194E-04 , 0 ,,
period1,sc01,t0216, 1.53593333333316E-03 , 0 ,,
period1,sc01,t0217, 0 , 0 ,,
period1,sc01,t0218, 0 , 0 ,,
period1,sc01,t0219, 0 , 0 ,,
period1,sc01,t0220, 0 , 1.14302083333306E-04 ,,
period1,sc01,t0221, 0 , 7.46022222222074E-04 ,,
period1,sc01,t0222, 0 , 1.77527083333287E-04 ,,
period1,sc01,t0223, 5.18124999999308E-06 , 0 ,,
period1,sc01,t0224, 0 , 4.53128333333295E-03 ,,
period1,sc01,t0225, 3.96166666666516E-05 , 0 ,,
period1,sc01,t0226, 0 , 2.59722222221616E-06 ,,
period1,sc01,t0227, 0 , 0 ,,
period1,sc01,t0228, 0 , 0 ,,
period1,sc01,t0229, 0 , 0 ,,
period1,sc01,t0230, 0 , 4.67112499999911E-04 ,,
period1,sc01,t0231, 0 , 3.32981119483962E-05 ,,
period1,sc01,t0232, 1.76180555555127E-06 , 0 ,,
period1,sc01,t0233, 2.88631944444336E-05 , 0 ,,
period1,sc01,t0234, 8.05555555554665E-08 , 0 ,,
period1,sc01,t0235, 0 , 2.09722222222177E-07 ,,
period1,sc01,t0236, 0 , 0 ,,
period1,sc01,t0237, 0 , 0 ,,
period1,sc01,t0238, 0 , 0 ,,
period1,sc01,t0239, 0 , 0 ,,
period1,sc01,t0240, 1.76193541666646E-03 , 0 ,,
period1,sc01,t0241, 2.28451388888813E-05 , 0 ,,
period1,sc01,t0242, 0 , 0 ,,
period1,sc01,t0243, 0 , 9.18605620881772E-06 ,,
period1,sc01,t0244, 0 , 0 ,,
period1,sc01,t0245, 7.47649999999915E-04 , 0 ,,
period1,sc01,t0246, 0 , 1.37513888888804E-05 ,,
period1,sc01,t0247, 8.40277777778039E-08 , 0 ,,
period1,sc01,t0248, 0 , 1.99152777777743E-05 ,,
period1,sc01,t0249, 8.15416666666143E-06 , 0 ,,
period1,sc01,t0250, 0 , 0 ,,
period1,sc01,t0251, 0 , 1.95884999999969E-03 ,,
period1,sc01,t0252, 0 , 3.78105555555524E-04 ,,
period1,sc01,t0253, 6.56496180555497E-03 , 0 ,,
period1,sc01,t0254, 5.89659722222126E-04 , 0 ,,
period1,sc01,t0255, 0 , 0 ,,
period1,sc01,t0256, 0 , 0 ,,
period1,sc01,t0257, 0 , 3.46804166666604E-04 ,,
period1,sc01,t0258, 0 , 4.49484722222203E-04 ,,
period1,sc01,t0259, 0 , 0 ,,
period1,sc01,t0260, 0 , 0 ,,
period1,sc01,t0261, 0 , 3.91806944444384E-04 ,,
period1,sc01,t0262, 0 , 2.98371159722206E-02 ,,
period1,sc01,t0263, 0 , 3.02977083333282E-04 ,,
period1,sc01,t0264, 0 , 1.2179444444442E-04 ,,
period1,sc01,t0265, 1.2044166666665E-04 , 0 ,,
period1,sc01,t0266, 1.88399119150816E-03 , 0 ,,
period1,sc01,t0267, 0 , 6.25796054459468E-04 ,,
period1,sc01,t0268, 0 , 5.57435555555478E-03 ,,
period1,sc01,t0269, 0 , 8.31743055555378E-05 ,,
period1,sc01,t0270, 0 , 0 ,,
period1,sc01,t0271, 5.83333333330987E-08 , 0 ,,
period1,sc01,t0272, 6.96319444443963E-06 , 0 ,,
period1,sc01,t0273, 0 , 0.002475008333333 ,,
period1,sc01,t0274, 4.32374999999906E-04 , 0 ,,
period1,sc01,t0275, 2.1026701388886E-03 , 0 ,,
period1,sc01,t0276, 1.03138888888842E-05 , 0 ,,
period1,sc01,t0277, 0 , 0 ,,
period1,sc01,t0278, 0 , 0 ,,
period1,sc01,t0279, 0 , 0 ,,
period1,sc01,t0280, 0 , 0 ,,
period1,sc01,t0281, 0 , 0 ,,
period1,sc01,t0282, 0 , 3.3623611111086E-05 ,,
period1,sc01,t0283, 0 , 0 ,,
period1,sc01,t0284, 4.2252777777768E-05 , 0 ,,
period1,sc01,t0285, 0 , 0 ,,
period1,sc01,t0286, 0 , 2.00694444444001E-07 ,,
period1,sc01,t0287, 0 , 4.9686249999989E-04 ,,
period1,sc01,t0288, 0 , 4.46018055555501E-04 ,,
period1,sc01,t0289, 0 , 2.23527777777728E-05 ,,
period1,sc01,t0290, 9.41812499999884E-05 , 0 ,,
period1,sc01,t0291, 0 , 2.93589707966293E-03 ,,
period1,sc01,t0292, 0 , 0 ,,
period1,sc01,t0293, 2.68722222222185E-04 , 0 ,,
period1,sc01,t0294, 0 , 0 ,,
period1,sc01,t0295, 0 , 0 ,,
period1,sc01,t0296, 2.5777777777764E-06 , 0 ,,
period1,sc01,t0297, 0 , 0 ,,
period1,sc01,t0298, 0 , 0 ,,
period1,sc01,t0299, 0 , 2.55268055555527E-04 ,,
period1,sc01,t0300, 3.39888888888811E-05 , 0 ,,
period1,sc01,t0301, 0 , 0 ,,
period1,sc01,t0302, 2.00880947087483E-05 , 0 ,,
period1,sc01,t0303, 0 , 0 ,,
period1,sc01,t0304, 0 , 1.02576388888832E-05 ,,
period1,sc01,t0305, 4.43937499999874E-05 , 0 ,,
period1,sc01,t0306, 5.58365277777713E-04 , 0 ,,
period1,sc01,t0307, 2.46272499999972E-03 , 0 ,,
period1,sc01,t0308, 7.15219791666634E-03 , 0 ,,
period1,sc01,t0309, 0 , 0 ,,
period1,sc01,t0310, 0 , 0 ,,
period1,sc01,t0311, 0 , 0 ,,
period1,sc01,t0312, 9.12056249999911E-04 , 0 ,,
period1,sc01,t0313, 0 , 0 ,,
period1,sc01,t0314, 0 , 0 ,,
period1,sc01,t0315, 0 , 0 ,,
period1,sc01,t0316, 0 , 0 ,,
period1,sc01,t0317, 0 , 8.88597222222066E-05 ,,
period1,sc01,t0318, 0 , 0 ,,
period1,sc01,t0319, 0 , 0 ,,
period1,sc01,t0320, 0 , 0 ,,
period1,sc01,t0321, 1.89270833333256E-05 , 0 ,,
period1,sc01,t0322, 0 , 0 ,,
period1,sc01,t0323, 0 , 0 ,,
period1,sc01,t0324, 0 , 0 ,,
period1,sc01,t0325, 0 , 0 ,,
period1,sc01,t0326, 0 , 0 ,,
period1,sc01,t0327, 0 , 0 ,,
period1,sc01,t0328, 0 , 0 ,,
period1,sc01,t0329, 0 , 0 ,,
period1,sc01,t0330, 0 , 0 ,,
period1,sc01,t0331, 0 , 0 ,,
period1,sc01,t0332, 0 , 0 ,,
period1,sc01,t0333, 0 , 0 ,,
period1,sc01,t0334, 6.27944444444243E-05 , 0 ,,
period1,sc01,t0335, 0 , 0 ,,
period1,sc01,t0336, 0 , 5.98020833333152E-05 ,,
period1,sc01,t0337, 9.02736111110977E-05 , 0 ,,
period1,sc01,t0338, 0 , 1.32381249999993E-02 ,,
period1,sc01,t0339, 0 , 3.86405401642712E-05 ,,
period1,sc01,t0340, 4.00499999999887E-05 , 0 ,,
period1,sc01,t0341, 0 , 0 ,,
period1,sc01,t0342, 6.15100694444362E-04 , 0 ,,
period1,sc01,t0343, 1.07121527777758E-04 , 0 ,,
period1,sc01,t0344, 6.59448611111029E-04 , 0 ,,
period1,sc01,t0345, 0 , 0 ,,
period1,sc01,t0346, 0 , 3.03081249999949E-04 ,,
period1,sc01,t0347, 0 , 0 ,,
period1,sc01,t0348, 0 , 0 ,,
period1,sc01,t0349, 0 , 0 ,,
period1,sc01,t0350, 0 , 0 ,,
period1,sc01,t0351, 0 , 0 ,,
period1,sc01,t0352, 1.66666666665291E-08 , 0 ,,
period1,sc01,t0353, 0 , 0 ,,
period1,sc01,t0354, 0 , 6.10236597222173E-03 ,,
period1,sc01,t0355, 0 , 0 ,,
period1,sc01,t0356, 0 , 0 ,,
period1,sc01,t0357, 0 , 0 ,,
period1,sc01,t0358, 4.28680555555141E-06 , 0 ,,
period1,sc01,t0359, 0 , 0 ,,
period1,sc01,t0360, 0 , 0 ,,
period1,sc01,t0361, 0 , 0 ,,
period1,sc01,t0362, 0 , 0 ,,
period1,sc01,t0363, 0 , 0 ,,
period1,sc01,t0364, 0 , 0 ,,
period1,sc01,t0365, 0 , 0 ,,
period1,sc01,t0366, 0 , 0 ,,
period1,sc01,t0367, 0 , 0 ,,
period1,sc01,t0368, 3.68715277777696E-05 , 0 ,,
period1,sc01,t0369, 0 , 0 ,,
period1,sc01,t0370, 0 , 0 ,,
period1,sc01,t0371, 0 , 0 ,,
period1,sc01,t0372, 0 , 1.07281111111092E-03 ,,
period1,sc01,t0373, 0 , 0 ,,
period1,sc01,t0374, 3.55152777777566E-05 , 0 ,,
period1,sc01,t0375, 0 , 0 ,,
period1,sc01,t0376, 0 , 0 ,,
period1,sc01,t0377, 0 , 0 ,,
period1,sc01,t0378, 0 , 0 ,,
period1,sc01,t0379, 0 , 0 ,,
period1,sc01,t0380, 0 , 1.60162499999973E-04 ,,
period1,sc01,t0381, 0 , 0 ,,
period1,sc01,t0382, 4.0583333333292E-06 , 0 ,,
period1,sc01,t0383, 0 , 0 ,,
period1,sc01,t0384, 0 , 1.39846527777733E-04 ,,
period1,sc01,t0385, 0 , 0 ,,
period1,sc01,t0386, 1.17520833333303E-04 , 0 ,,
period1,sc01,t0387, 4.83136903272401E-03 , 0 ,,
period1,sc01,t0388, 0 , 0 ,,
period1,sc01,t0389, 0 , 0 ,,
period1,sc01,t0390, 0 , 0 ,,
period1,sc01,t0391, 0 , 0 ,,
period1,sc01,t0392, 8.41319444443557E-06 , 0 ,,
period1,sc01,t0393, 2.18525694444385E-04 , 0 ,,
period1,sc01,t0394, 0 , 0 ,,
period1,sc01,t0395, 0 , 0 ,,
period1,sc01,t0396, 0 , 0 ,,
period1,sc01,t0397, 0 , 0 ,,
period1,sc01,t0398, 0 , 0 ,,
period1,sc01,t0399, 0 , 0 ,,
period1,sc01,t0400, 0 , 7.39583333332966E-06 ,,
period1,sc01,t0401, 0 , 0 ,,
period1,sc01,t0402, 0 , 0 ,,
period1,sc01,t0403, 0 , 0 ,,
period1,sc01,t0404, 0 , 0 ,,
period1,sc01,t0405, 0 , 0 ,,
period1,sc01,t0406, 0 , 0 ,,
period1,sc01,t0407, 0 , 0 ,,
period1,sc01,t0408, 0 , 1.48076388888836E-05 ,,
period1,sc01,t0409, 0 , 0 ,,
period1,sc01,t0410, 0 , 0 ,,
period1,sc01,t0411, 0 , 0 ,,
period1,sc01,t0412, 0 , 0 ,,
period1,sc01,t0413, 0 , 0 ,,
period1,sc01,t0414, 0 , 0 ,,
period1,sc01,t0415, 0 , 1.46666666666295E-06 ,,
period1,sc01,t0416, 0 , 0 ,,
period1,sc01,t0417, 0 , 2.34270833333215E-05 ,,
period1,sc01,t0418, 0 , 7.6826388888825E-06 ,,
period1,sc01,t0419, 0 , 0 ,,
period1,sc01,t0420, 2.59027777775126E-07 , 0 ,,
period1,sc01,t0421, 0 , 0 ,,
period1,sc01,t0422, 0 , 0 ,,
period1,sc01,t0423, 0 , 0 ,,
period1,sc01,t0424, 0 , 0 ,,
period1,sc01,t0425, 0 , 0 ,,
period1,sc01,t0426, 0 , 0 ,,
period1,sc01,t0427, 0 , 0 ,,
period1,sc01,t0428, 0 , 0 ,,
period1,sc01,t0429, 0 , 0 ,,
period1,sc01,t0430, 0 , 2.60333333333267E-05 ,,
period1,sc01,t0431, 0 , 0 ,,
period1,sc01,t0432, 0 , 1.76756319444418E-03 ,,
period1,sc01,t0433, 0 , 1.75794006944432E-02 ,,
period1,sc01,t0434, 0 , 0 ,,
period1,sc01,t0435, 0 , 0 ,,
period1,sc01,t0436, 0 , 1.23573611111088E-04 ,,
period1,sc01,t0437, 0 , 4.66381944444297E-05 ,,
period1,sc01,t0438, 0 , 1.93888236600751E-04 ,,
period1,sc01,t0439, 0 , 0 ,,
period1,sc01,t0440, 1.60590347222201E-03 , 0 ,,
period1,sc01,t0441, 5.76388888884338E-08 , 0 ,,
period1,sc01,t0442, 0 , 3.41415624999961E-03 ,,
period1,sc01,t0443, 3.32522043892934E-05 , 0 ,,
period1,sc01,t0444, 0 , 0 ,,
period1,sc01,t0445, 1.01351388888864E-04 , 0 ,,
period1,sc01,t0446, 1.42118055555526E-05 , 0 ,,
period1,sc01,t0447, 0 , 0 ,,
period1,sc01,t0448, 0 , 1.2498680555553E-04 ,,
period1,sc01,t0449, 1.24620555555531E-03 , 0 ,,
period1,sc01,t0450, 0 , 0 ,,
period1,sc01,t0451, 0 , 0 ,,
period1,sc01,t0452, 0 , 0 ,,
period1,sc01,t0453, 0 , 1.37045277777757E-03 ,,
period1,sc01,t0454, 0 , 0 ,,
period1,sc01,t0455, 1.68680555555485E-05 , 0 ,,
period1,sc01,t0456, 0 , 0 ,,
period1,sc01,t0457, 0 , 0 ,,
period1,sc01,t0458, 0 , 0 ,,
period1,sc01,t0459, 0 , 0 ,,
period1,sc01,t0460, 0 , 0 ,,
period1,sc01,t0461, 0 , 0 ,,
period1,sc01,t0462, 0 , 0 ,,
period1,sc01,t0463, 0 , 0 ,,
period1,sc01,t0464, 0 , 1.54634027777762E-04 ,,
period1,sc01,t0465, 0 , 4.76499999999832E-05 ,,
period1,sc01,t0466, 5.29251388888795E-04 , 0 ,,
period1,sc01,t0467, 0 , 0 ,,
period1,sc01,t0468, 0 , 0 ,,
period1,sc01,t0469, 0 , 0 ,,
period1,sc01,t0470, 0 , 0 ,,
period1,sc01,t0471, 0 , 0 ,,
period1,sc01,t0472, 2.18291666666534E-05 , 0 ,,
period1,sc01,t0473, 0 , 0 ,,
period1,sc01,t0474, 0 , 0 ,,
period1,sc01,t0475, 0 , 0 ,,
period1,sc01,t0476, 0 , 1.50255069444425E-03 ,,
period1,sc01,t0477, 0 , 4.90696527777727E-03 ,,
period1,sc01,t0478, 1.98611111110006E-07 , 0 ,,
period1,sc01,t0479, 0 , 1.00581944444416E-04 ,,
period1,sc01,t0480, 0 , 3.05872152777753E-03 ,,
period1,sc01,t0481, 0 , 2.24124305555544E-04 ,,
period1,sc01,t0482, 0 , 5.87013888888549E-06 ,,
period1,sc01,t0483, 3.46889804325411E-03 , 0 ,,
period1,sc01,t0484, 1.13749999999887E-06 , 0 ,,
period1,sc01,t0485, 0 , 1.34521527777745E-04 ,,
period1,sc01,t0486, 0 , 1.46629027777754E-03 ,,
period1,sc01,t0487, 0 , 5.28291666666586E-05 ,,
period1,sc01,t0488, 0 , 0 ,,
period1,sc01,t0489, 0 , 0 ,,
period1,sc01,t0490, 0 , 0 ,,
period1,sc01,t0491, 0 , 0 ,,
period1,sc01,t0492, 0 , 0 ,,
period1,sc01,t0493, 3.52645833333199E-05 , 0 ,,
period1,sc01,t0494, 0 , 0 ,,
period1,sc01,t0495, 0 , 4.62741473719262E-04 ,,
period1,sc01,t0496, 0 , 0 ,,
period1,sc01,t0497, 5.57691666666555E-04 , 0 ,,
period1,sc01,t0498, 7.61111111109436E-07 , 0 ,,
period1,sc01,t0499, 0 , 0 ,,
period1,sc01,t0500, 0 , 1.34713194444433E-04 ,,
period1,sc01,t0501, 1.20636111111095E-04 , 0 ,,
period1,sc01,t0502, 0 , 0 ,,
period1,sc01,t0503, 3.67055555555535E-05 , 0 ,,
period1,sc01,t0504, 9.94593055555466E-04 , 0 ,,
period1,sc01,t0505, 0 , 8.30511111111016E-04 ,,
period1,sc01,t0506, 0 , 1.214583333333E-04 ,,
period1,sc01,t0507, 0 , 3.22984128748496E-06 ,,
period1,sc01,t0508, 6.52308333333251E-04 , 0 ,,
period1,sc01,t0509, 0 , 1.13903145833327E-02 ,,
period1,sc01,t0510, 3.48016874999973E-03 , 0 ,,
period1,sc01,t0511, 0 , 2.18402777778021E-06 ,,
period1,sc01,t0512, 1.82861111111104E-04 , 0 ,,
period1,sc01,t0513, 0 , 1.84553749999992E-03 ,,
period1,sc01,t0514, 0 , 2.14788958333302E-03 ,,
period1,sc01,t0515, 9.11027777777606E-05 , 0 ,,
period1,sc01,t0516, 1.34576388888861E-04 , 0 ,,
period1,sc01,t0517, 0 , 0.010143219444444 ,,
period1,sc01,t0518, 0 , 4.08411111111065E-03 ,,
period1,sc01,t0519, 0 , 6.05925843571018E-04 ,,
period1,sc01,t0520, 6.95558333333257E-04 , 0 ,,
period1,sc01,t0521, 0 , 1.41294444444446E-03 ,,
period1,sc01,t0522, 6.54624999999859E-05 , 0 ,,
period1,sc01,t0523, 0 , 6.72684027777719E-04 ,,
period1,sc01,t0524, 0 , 3.16397361111083E-03 ,,
period1,sc01,t0525, 0 , 2.61913263888866E-03 ,,
period1,sc01,t0526, 0 , 5.6041666666346E-07 ,,
period1,sc01,t0527, 4.50482986111083E-03 , 0 ,,
period1,sc01,t0528, 0 , 1.47954562499994E-02 ,,
period1,sc01,t0529, 0 , 4.73450624999957E-03 ,,
period1,sc01,t0530, 7.44597222222209E-04 , 0 ,,
period1,sc01,t0531, 0 , 5.65065635776097E-06 ,,
period1,sc01,t0532, 0 , 0 ,,
period1,sc01,t0533, 0 , 9.20039583333197E-04 ,,
period1,sc01,t0534, 4.98664583333264E-04 , 0 ,,
